folio,cuidados
2550,"Mi papá, mi mamá me hacen sentir bien y me apoyan en las cosas que me propongo cumplir."
22331,"Mi papá, mi mamá y mis hermanos me cuidan."
456,"Mi papá, mi mamá, mis tíos, mis hermanos, mis tías."
9905,Mi papá.
2691,"Mi perrita, mis amigos."
5801,Mi perro y mi hermana.
1014,Mi perspectiva.
9585,"Mi prima, mis amistades y mi familia."
4229,Mi primo
175,Mi salud y cuidado.
3243,Mi salud.
1020,Mi salud.
1986,Mi seguridad en las casas que construyo.
11449,Mi teléfono.
13103,Mi tía
10538,Mi tía
444,"Mi tía, mi tío, mi abuelo/a y mi ama."
2957,Mi tío Miguel toca mi añito y mete algo que él llama masacuata.
1387,Mi tutora siempre está pendiente de mí y de mis asuntos escolares.
15511,Mi vocabulario.
15241,Miedo.
11901,Minecraft.
8025,Miradas.
3952,Mírame cuando hablan.
2848,Mírame mientras juego.
7258,Miranda fija.
3755,Mirándome
35191,Mirarme fijamente.
25921,Mirarme y molestarte.
16061,Mirarme.
99111,Mis abuelos son familiares.
9912,Mis abuelos son familiares.
5583,Mis abuelos y mis tíos o tías.
5825,"Mis abuelos, mis tíos y yo."
12522,Mis abuelos.
13671,Mis abuelos.
3370,Mis abuelos.
6174,Mis abuelos.
9012,Mis abuelos.
107311,Mis abuelos.
10732,Mis abuelos.
10909,Mis abuelos.
1197,Mis acciones que creo que me hacen sentir segura son mi familia.
617,Mis acciones son en deportes y trabajos; mi comportamiento es ser tranquila y concentrada en los trabajos.
8451,Mis amigas
2657,Mis amigas me cuidan.
2720,Mis amigos
18622,Mis amigos
11334,Mis amigos
11352,Mis amigos
997,Mis amigos me cuidan.
90111,Mis amigos me suben el ánimo.
15262,Mis amigos y mi familia.
9937,Mis amigos y mi familia.
6600,Mis amigos y mi hermana.
10880,Mis amigos y primos.
6996,"Mis amigos, hermanos y familiares."
109211,"Mis amigos, mamá, papá, hermana, hermano, etc., me cuidan."
10922,"Mis amigos, mamá, papá, hermana, hermano, etc., me cuidan."
10923,"Mis amigos, mamá, papá, hermana, hermano, etc., me cuidan."
5201,"Mis amigos, mi familia."
18081,"Mis amigos, primos, conocidos"
3474,Mis amigos.
4528,Mis amigos.
5674,Mis amigos.
8876,Mis amigos.
893,Mis compañeros me regalan un momento de su tiempo y mis papás me llevan de paseo.
4161,"Mis compañeros, amigos y familiares siempre están en las malas y en las buenas apoyándome."
526,"Mis comportamientos incluyen no tener miedo a no encajar con alguien cuando me dicen que soy gallina, o cuando me pegan si no quiero tomar o hacer algo que no quiero. Las acciones que tomo en agosto no son tomadas a la ligera, siempre pienso antes de actuar."
1606,Mis cosas.
9610,Mis decisiones.
1560,Mis estudios.
37631,Mis familiares me quieren sentir.
4549,Mis familiares.
9807,Mis familiares.
10784,Mis familiares.
11203,Mis familiares.
1845,Mis gustos y comportamientos que tengo con las personas.
11475,Mis hermanos
14341,Mis hermanos me cuidan.
2626,Mis hermanos y mis padres.
10477,Mis hermanos y tías.
99610,Mis hermanos.
11220,Mis hermanos.
3798,Mis mejores amigos.
9848,Mis o a mi perro.
1638,Mis padres comen saludable.
3120,"Mis padres hablan conmigo cuando me ven de cierta manera algo inusual, me apoyan, no me hacen sentir mal"
91210,Mis padres me aconsejan sobre las cosas malas que existen y también sobre las cosas buenas.
1956,"Mis padres me advierten para prevenir que me suceda algo malo, igualmente mis amigos; ellos advierten cualquier situación que yo pueda provocar o en la que pueda suceder algo malo y me cuidan."
11155,Mis padres me advierten que no consuma drogas porque puede afectar a mi cuerpo.
665,"Mis padres me aman y apoyan, se preocupan por mí."
1761,Mis padres me apoyan en cualquier situación.
930,Mis padres me apoyan.
1062,"Mis padres me ayudan con los trabajos o tareas que se me dificultan; si estoy ocupado, me apoyan, y si necesito algo, me facilitan los medios para lograrlo."
4981,Mis padres me cuidan mucho tiempo.
118510,Mis padres me cuidan y me tratan bien.
86410,Mis padres me marcan o mandan mensajes cuando salgo de la secundaria.
365,Mis padres me muestran cariño con frecuencia y me siento protegido.
1691,Mis padres me protegen.
1701,Mis padres me protegen.
1711,Mis padres me protegen.
177,Mis padres me regañan cuando no hago las cosas bien.
11561,Mis padres me tratan muy bien.
6373,Mis padres o amigos me defienden en situaciones de desacuerdos o peleas.
10028,"Mis padres obviamente tienen trabajo, pero siempre recalan en mí y eso me molesta."
3879,Mis padres saben cómo cuidarme.
1207,Mis padres siempre están al pendiente de mis necesidades.
433,"Mis padres siempre me cuidan y me previenen de las cosas malas, y gracias a ellos sé tomar decisiones que me ayudan en todos los aspectos."
32841,Mis padres siempre me llaman cuando salgo con mis amigos y casi siempre estoy con ellos sólo cuando trabajan.
5401,Mis padres siempre me vigilan.
17031,"Mis padres siempre, al momento de salir a jugar, me ponen hora de llegada y me dicen que vaya con mucho cuidado."
16021,Mis padres y abuelos.
13182,Mis padres y familiares.
2713,Mis padres y mis amigos.
10257,Mis padres y mis hermanas.
8068,"Mis padres, abuelos y unas primas."
409,Mis padres.
3432,Mis padres.
1994,Mis padres.
21111,Mis padres.
1150,Mis padres.
18191,Mis padres.
19331,Mis padres.
115310,Mis padres.
18791,Mis padres.
2500,Mis padres.
2677,Mis padres.
2807,Mis padres.
31421,Mis padres.
4274,Mis padres.
4400,Mis padres.
5449,Mis padres.
5525,Mis padres.
6229,Mis padres.
6359,Mis padres.
9244,Mis padres.
11156,Mis padres.
11204,Mis padres.
11286,Mis papá y hermanos están al pendiente de mí y me cuidan.
359,"Mis papás están al pendiente de mí, cuidando qué hago."
2044,Mis papás están siempre pendientes de mí.
486,Mis papás hacen que haga ejercicio.
2444,"Mis papás me ayudan y me cuidan, mis amigas siempre me apoyan y mis hermanos también me cuidan."
342,Mis papás me cuidan con cariño y me apoyan.
956,Mis papás me cuidan mucho.
192,Mis papás me cuidan y no me dejan sola.
2485,"Mis papás me cuidan, me quieren mucho, están al pendiente de mi salud y me dan mucho amor y cariño."
5436,Mis papas me cuidan.
1399,Mis papás me cuidan.
18631,Mis papás me cuidan.
3490,Mis papás me cuidan.
5515,Mis papás me han ayudado.
6751,Mis papás me mantienen.
9621,Mis papás me mantienen.
1737,"Mis papás me orientan hacia lo que está bien o mal; yo sé lo que es bueno y malo para mi salud, tomar conciencia de mis acciones, tener el apoyo de mi familia, la confianza dentro de mi familia, etc."
10773,"Mis papás me procuran, todos los días recibo un mensaje de buenos días y a la hora de dormir me van a dar las buenas noches; mis padres siempre están conmigo y nunca me han dejado sola. Los quiero demasiado y sé que ellos están orgullosos de mí, así como yo de ellos por todo el esfuerzo y valor que hacen."
1427,Mis papás me tratan bien y me dan atención cuando la necesito.
1609,"Mis papás se preocupan por mí cuando salgo a algún lugar, por ejemplo, con amigos. Siempre están para mí, cuidándome y pendientes de si me alimento adecuadamente. Cuando me enfermo, también están siempre ahí."
8051,Mis papás se preocupan por mí y por cómo me comporto.
10071,Mis papás sí remiendan bolas o guantes algunas veces.
1886,Mis papás siempre están al pendiente de mí.
16111,"Mis papás siempre se preocupan por mí cuando salgo a algún lugar, por ejemplo, con amigos. Siempre están para mí, cuidándome y pendientes de si me alimento o no. Cuando me enfermo, siempre están ahí."
16101,"Mis papás siempre se preocupan por mí cuando salgo a algún lugar, por ejemplo, con amigos. Siempre están para mí, cuidándome y pendientes de si me he alimentado. Cuando me enfermo, siempre están ahí."
3233,Mis papás y mi hermano.
3033,Mis papás y mis amigos.
10607,Mis papás y mis tíos.
6384,"Mis papás, mis hermanas y mis amigos."
10302,"Mis papás, mis tíos y mis abuelitos."
2732,Mis papás.
3552,Mis papás.
1694,Mis papás.
2075,Mis papás.
3444,Mis papás.
4416,Mis papás.
849,Mis papás.
1090,Mis papás.
110410,Mis papás.
27021,Mis papás.
33721,Mis papás.
5013,Mis papás.
5388,Mis papás.
7549,Mis papás.
11189,Mis papás.
11467,Mis papás.
11864,Mis papás.
8181,Mis partes íntimas.
5349,Mis perros.
9735,"Mis primos están bastante cerca de mi casa y, cuando sucede algo, les llamo y van en seguida."
65111,Mis tías.
21431,Mis tíos.
24031,Mis tíos.
4446,Mis tíos.
10539,Mis tíos.
9045,Mis vecinos y mis papás son quienes me cuidan por las acciones de vida y salud.
5820,"Mmm, estar sentándose conmigo."
3215,"Mmm, no sé."
8320,"Mmm, no sé."
6389,"Mmm, pues a veces pienso que sí me cuidan y no sé, es lo único que pienso."
14211,"Mmm... que pasen tiempo conmigo y que no se alejen de mí, que no me reemplacen."
833,Morir.
15110,Mostrándome cariño y aconsejándome sobre cosas que son buenas.
3199,Mostrándome cariño y respeto.
6385,"Mostrar afecto a mí mediante caricias, abrazos o besos."
10180,"Mostrar afecto y comprensión. Ya sea mientras hablo, etc."
30331,Mostrar cariño.
38521,Mostrar cariño.
5152,Mostrar cariño.
8409,Mostrar firmeza y cariño.
2556,Mostrar interés en Carlo y apoyarme.
6158,Mostrar interés y apoyo.
24331,Mostrarme cariño y apoyarme en lo que necesito.
9267,Motivaciones y pláticas.
9268,Motivaciones y pláticas.
3412,Motívenme.
14242,Mucha atención
10701,Mucha cercanía.
3397,muchas
1080,Muchas cosas.
12742,Muchas cosas.
13413,Muchas cosas.
22831,Muchas cosas.
6360,Muchas cosas.
3560,Muchas personas me preguntan y me observan en lo que hago diariamente.
31001,Muchas veces
54411,Muchas veces
9829,Muchas veces
11240,Muchas veces
11550,Muchas veces
10570,Muchas veces se me quedan viendo.
11973,Muchas.
19913,Muchas.
3180,Muchas.
3626,Muchas.
38011,Muchas.
4053,Muchas.
4152,Muchas.
5070,Muchas.
5715,Muchas.
8953,Muchas.
8954,Muchas.
8955,Muchas.
8956,Muchas.
8957,Muchas.
8958,Muchas.
9059,Muchas.
9155,Muchas.
10018,Muchas.
100411,Muchas.
11126,Muchas.
11275,Muchas.
11396,Muchas.
11404,Muchas.
11918,Muchas.
7236,Mucho apoyo de parte de mi mami.
8921,Mucho.
88910,Mucho.
45101,Mucho.
5543,Mucho.
8440,Mucho.
10424,Mucho.
104411,Mucho.
11519,Mucho.
2707,Muchos.
8483,Muestra interés en mí.
10887,Muéstrame un poco de cariño.
10888,Muéstrame un poco de cariño.
55111,Muestran sus sentimientos y apoyo.
2771,música
8734,Muy apegadas.
3153,Muy bien
3207,Muy bien
3339,Muy bien
7065,Muy bien
7349,Muy bien
9645,Muy bien
9716,Muy bien
11499,Muy bien
7402,Muy bien porque estoy segura.
12581,"Muy bien, ¿por qué no me siento atemorizado?"
6948,Muy bien.
1148,Muy buena
5361,Muy buena :).
9595,"Muy feliz, contento."
535,Muy feliz.
2488,Muy protectores.
2489,Muy protectores.
5293,Muy segura.
2701,N/a
2722,N/a
747,N/A
4389,N/A
7795,N/A
80410,NA
551,Nada
801,Nada
811,Nada
821,Nada
1412,Nada
742,NADA
2341,Nada
2871,Nada
3113,Nada
2073,Nada
2093,Nada
805,Nada
1335,Nada
6121,Nada
770,Nada
8821,Nada
947,Nada
10321,Nada
11271,Nada
11331,Nada
14961,Nada
1548,Nada
19341,Nada
10836,Nada
108410,Nada
115910,Nada
12981,Nada
13152,Nada
13522,Nada
14642,Nada
15442,Nada
19071,Nada
19532,Nada
21321,Nada
2177,Nada
28721,Nada
2906,Nada
3099,Nada
3678,Nada
3835,Nada
4065,Nada
41141,Nada
41161,Nada
4126,Nada
4264,Nada
4564,Nada
4592,Nada
4642,Nada
5052,Nada
5073,Nada
5328,Nada
5545,Nada
5568,NADA
6265,Nada
66611,Nada
7213,Nada
9362,Nada
9643,Nada
9660,Nada
10019,Nada
10214,Nada
10376,Nada
10407,Nada
10807,Nada
10808,Nada
10809,Nada
10873,Nada
11192,Nada
11194,Nada
11213,Nada
11698,Nada
11778,Nada
11823,Nada
11836,Nada
11859,Nada
11957,Nada
11964,Nada
10699,Nada de eso me ha pasado.
5661,Nada en especial.
10200,Nada malo.
27110,Nada que me afecte.
311,Nada.
983,Nada.
2382,Nada.
2716,Nada.
2883,Nada.
10410,Nada.
2049,Nada.
20841,Nada.
2209,Nada.
2229,Nada.
2240,Nada.
22731,Nada.
2279,Nada.
2930,Nada.
31181,Nada.
31721,Nada.
3229,Nada.
3407,Nada.
34431,Nada.
4223,Nada.
4257,Nada.
4258,Nada.
4569,Nada.
4570,Nada.
5104,Nada.
5318,Nada.
5462,Nada.
5491,Nada.
5577,Nada.
5652,Nada.
6159,Nada.
6205,Nada.
6226,Nada.
72411,Nada.
7275,Nada.
7348,Nada.
7407,Nada.
7450,Nada.
7867,Nada.
8164,Nada.
8194,Nada.
85411,Nada.
8664,Nada.
8797,Nada.
9037,Nada.
9477,Nada.
9793,Nada.
9794,Nada.
9849,Nada.
9867,Nada.
10096,Nada.
10097,Nada.
10549,Nada.
10557,Nada.
5357,nadie
95610,Nadie
22131,nadie
26321,Nadie
26331,Nadie
2929,nadie
4395,Nadie
5386,Nadie
8626,nadie
8834,Nadie
9177,Nadie
92011,Nadie
9714,Nadie
9766,Nadie
10115,Nadie
10354,Nadie
10402,Nadie
10775,Nadie
11063,Nadie
11899,Nadie
62810,Nadie me cuida.
113010,Nadie me cuida.
16222,Nadie me cuida.
36831,Nadie me cuida.
4396,Nadie me cuida.
3599,Nadie no.
9513,Nadie.
14081,Nah
1425,Nervios.
857,Nervios.
5395,Nerviosismo.
102,Nervioso
1504,Nervioso.
39911,Ni a nadie le importó.
7789,"Ni lo sé, cuando me preguntan qué hago o cuándo están ahí conmigo."
1914,Ni ninguna.
3507,Ni una acción.
6521,Ni una.
14461,Ni una.
18611,Ni una.
24421,Ni una.
40811,Ni una.
4543,Ni una.
5509,Ni una.
6325,Ni una.
6930,Ni una.
10542,Ni una.
11562,Ni una.
5807,"Ni uno solo: mi papá, mamá y hermanos."
2397,ninguna
23341,ninguna
22811,ninguna
6986,ninguna
81101,ninguna
7234,ninguna
88311,ninguna
32051,ninguna
5592,ninguna
6756,ninguna
8067,ninguna
8226,ninguna
8464,ninguna
8681,ninguna
9617,ninguna
10038,ninguna
644,ninguna
2893,ninguna
24351,ninguna
25041,ninguna
2576,ninguna
6755,ninguna
8066,ninguna
93411,ninguna
1289,ninguna
134,ninguna
482,ninguna
562,ninguna
1452,ninguna
1693,Ninguna
1255,ninguna
11510,ninguna
8311,ninguna
10341,ninguna
1228,ninguna
12421,ninguna
12611,ninguna
18011,ninguna
12422,Ninguna
15001,ninguna
16091,ninguna
19901,ninguna
21941,ninguna
2270,ninguna
2290,ninguna
2350,ninguna
23651,ninguna
2399,ninguna
2406,ninguna
2408,ninguna
24191,ninguna
24521,ninguna
24531,ninguna
2640,ninguna
27821,ninguna
3027,ninguna
31121,ninguna
3148,ninguna
31511,ninguna
3739,ninguna
3827,Ninguna
4132,ninguna
4133,ninguna
4219,ninguna
4259,ninguna
4292,Ninguna
4936,ninguna
50611,ninguna
5797,ninguna
6184,ninguna
6682,ninguna
6754,ninguna
6817,ninguna
6978,ninguna
6983,ninguna
6984,ninguna
70511,ninguna
7145,ninguna
7163,ninguna
7560,NINGUNA
76411,ninguna
7679,ninguna
8103,ninguna
8125,ninguna
8158,ninguna
8187,ninguna
8192,ninguna
8245,ninguna
8256,ninguna
8312,ninguna
8425,Ninguna
8456,Ninguna
8835,ninguna
89111,ninguna
8916,ninguna
8963,ninguna
8964,ninguna
8965,ninguna
8966,ninguna
8967,ninguna
8968,ninguna
8970,ninguna
90211,ninguna
9164,ninguna
9234,ninguna
9337,ninguna
9413,ninguna
9615,ninguna
9780,ninguna
9856,ninguna
9965,ninguna
10984,ninguna
11393,Ninguna
11578,Ninguna
11668,ninguna
1234,Ninguna acción o comportamiento me hace sentir más cuidada.
4079,Ninguna acción.
3815,Ninguna porque nadie me apoya.
90810,Ninguna vez.
95910,Ninguna vez.
18971,Ninguna vez.
22191,Ninguna vez.
91211,Ninguna vez.
11307,Ninguna vez.
6676,"Ninguna, porque unos me dicen que me esfuerce más, pero no puedo."
